rank	id	score	severity_hint	confidence_hint	category	rule	path	line	column	function	async	hot	loop	test	excerpt	message
15677	C-7a0c2d2c7191cfd2ff2f	64	medium	medium	implementation-gap	rust-todo-comment	vendor/reqwest-0.13.3-ferrum-patched/src/error.rs	471	12	is_timeout	0	0	0	0	// todo: test `hyper::Error::is_timeout` when we can easily construct one	Explicit unfinished or workaround marker needs launch-readiness disposition.
15678	C-a07bd0c84d9ee68ee319	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/into_url.rs	84	1	try_uri	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15679	C-30b096a8e2187b2b187e	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	68	18	<module>	0	0	0	0	//! let client = reqwest::Client::new();	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15680	C-f74aca607a00fbd16b4f	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	90	7	<module>	0	0	0	0	"//! # #[cfg(feature = ""form"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15681	C-35491d51af090e7eea26	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	94	18	<module>	0	0	0	0	//! let client = reqwest::Client::new();	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15682	C-fd7188edf108b4f0e41b	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	115	7	<module>	0	0	0	0	"//! # #[cfg(feature = ""json"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15683	C-c54db076cabf56ff7fcb	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	122	18	<module>	0	0	0	0	//! let client = reqwest::Client::new();	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15684	C-399c7c7b8432d59d6244	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	252	1	<module>	0	0	0	0	"#[cfg(all(feature = ""http3"", not(reqwest_unstable)))]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15685	C-11f11e268ee2a7f549d1	64	medium	medium	implementation-gap	rust-todo-comment	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	287	4	<module>	0	0	0	0	// TODO: remove `if_hyper` if wasm has been migrated to new config system.	Explicit unfinished or workaround marker needs launch-readiness disposition.
15686	C-94cfd2b5ad3b48f8fc6d	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	326	5	get	1	0	0	0	Client::builder().build()?.get(url).send().await	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15687	C-ac038643be8a253ad8f3	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	354	5	assert_clone	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15688	C-42d0ceab03a10b163058	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	358	5	assert_clone	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15689	C-eb80416fcd1cb35076ab	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	365	5	assert_clone	0	0	0	0	"#[cfg(feature = ""__tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15690	C-4a060b94914ff3a06ccc	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	368	5	assert_clone	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15691	C-f6c6f45dea70aba817f2	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	373	5	assert_clone	0	0	0	0	"#[cfg(feature = ""blocking"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15692	C-25d13093d22cc265e719	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	376	5	assert_clone	0	0	0	0	"#[cfg(feature = ""cookies"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15693	C-ed0cd3bb049931e64e3e	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	382	5	assert_clone	0	0	0	0	"#[cfg(feature = ""__tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15694	C-db0878ce60c83fc597b1	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/lib.rs	395	5	assert_clone	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15695	C-8c12b4ad92a7e1731e88	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	102	13	maybe_http_auth	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15696	C-64931f09f7742c2d55d6	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	110	13	maybe_http_custom_headers	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15697	C-83e37e426520e8494909	64	medium	medium	error-handling	rust-let-underscore	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	132	21	into_proxy	0	1	0	0	let _ = url.set_port(Some(1080));	Discarded return value may hide persistence, cleanup, delivery, or task failures.
15698	C-dd28e2fb784b46694537	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	184	31	url	0	0	0	0	/// let client = reqwest::Client::builder()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15699	C-1fdf1dda04e617b2ac5f	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	202	31	http	0	0	0	0	/// let client = reqwest::Client::builder()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15700	C-4069018420fa6f2d1679	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	223	31	https	0	0	0	0	/// let client = reqwest::Client::builder()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15701	C-fe5f9e8017ca6f5eac98	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	242	31	all	0	0	0	0	/// let client = reqwest::Client::builder()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15702	C-7f071b3acfdb1a252130	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	479	13	from_env	0	0	0	0	.ok()?;	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15703	C-c131442f987420729aa7	64	medium	medium	error-handling	rust-unwrap-or-default	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	484	37	from_env	0	0	0	0	Some(Self::from_string(&raw).unwrap_or_default())	Default-on-error may turn invalid input or failed state retrieval into permissive behavior.
15704	C-c44c4038fc2d5ac214d2	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	608	5	custom_headers	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15705	C-c9674aec82a60414eb8d	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	642	13	set_basic_auth	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15706	C-99985f89ae843cb98328	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	646	13	set_basic_auth	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15707	C-70355beb7d533a15756c	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	661	13	set_custom_http_auth	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15708	C-538c7162bd55aae4a0f3	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	665	13	set_custom_http_auth	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15709	C-94c868aea677cd14d7e1	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	680	13	set_custom_headers	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15710	C-25f6697833093e4d8571	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	684	13	set_custom_headers	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15711	C-bd748e4357be1cf6ef51	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	703	13	if_no_auth	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15712	C-59e9771c1335296c3752	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	705	13	if_no_auth	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15713	C-5dd1a09bb566ce6de910	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	720	9	parse	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15714	C-bc9b6469d0f3d550601c	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	737	13	parse	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15715	C-196e0060884cce05372b	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	739	13	parse	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15716	C-bf7c649bdc92872da3e3	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	741	13	parse	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15717	C-9ee99f9e5b0536dd06a9	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	743	13	parse	0	0	0	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15718	C-9b02b6669c175e9e213e	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	791	38	call	0	0	0	0	.and_then(|result| result.ok())	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15719	C-2b491181229a1fb95a13	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	813	1	encode_basic_auth	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15720	C-543c63e4141308562cd1	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	870	32	test_custom	0	0	0	0	target1.parse().ok()	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15721	C-ef121f88414682163d60	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	872	32	test_custom	0	0	0	0	target2.parse().ok()	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15722	C-6b21733364a25d8877b0	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/proxy.rs	904	61	test_custom_with_custom_auth_header	0	0	0	0	let p = Proxy::custom(move |_| target.parse::<Url>().ok())	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15723	C-89763ce52fac7b455973	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/redirect.rs	94	31	none	0	0	0	0	/// let client = reqwest::Client::builder()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15724	C-26f6c7fbd3ee281b5f5d	64	medium	medium	error-handling	rust-let-underscore	vendor/reqwest-0.13.3-ferrum-patched/src/redirect.rs	299	5	make_referer	0	0	0	0	"let _ = referer.set_username("""");"	Discarded return value may hide persistence, cleanup, delivery, or task failures.
15725	C-a5672cf2746e7186cb8b	64	medium	medium	error-handling	rust-let-underscore	vendor/reqwest-0.13.3-ferrum-patched/src/redirect.rs	300	5	make_referer	0	0	0	0	let _ = referer.set_password(None);	Discarded return value may hide persistence, cleanup, delivery, or task failures.
15726	C-5ee93d436bee7359eb75	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/redirect.rs	302	29	make_referer	0	0	0	0	referer.as_str().parse().ok()	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15727	C-6561f73b1563864e40b0	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/response.rs	21	1	url	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15728	C-d37be3022a33c439e98a	64	medium	medium	implementation-gap	rust-todo-comment	vendor/reqwest-0.13.3-ferrum-patched/src/retry.rs	224	8	into_policy	0	0	0	0	// TODO? backoff futures...	Explicit unfinished or workaround marker needs launch-readiness disposition.
15729	C-35b64cda510b329ca1da	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/retry.rs	289	5	is_retryable_error	0	0	0	0	"#[cfg(not(any(feature = ""http3"", feature = ""http2"")))]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15730	C-b531927f6dafe696e4c8	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/retry.rs	292	5	is_retryable_error	0	0	0	0	"#[cfg(feature = ""http3"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15731	C-9bd82fd40195da72d1bb	64	medium	medium	implementation-gap	rust-todo-comment	vendor/reqwest-0.13.3-ferrum-patched/src/retry.rs	296	16	is_retryable_error	0	0	0	0	// TODO: Does h3 provide an API for checking the error?	Explicit unfinished or workaround marker needs launch-readiness disposition.
15732	C-9aa6e76b70c72604af51	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/retry.rs	301	5	is_retryable_error	0	0	0	0	"#[cfg(feature = ""http2"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15733	C-9812e37e9754c0944152	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/retry.rs	418	19	status	0	0	0	0	self.1.ok()	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15734	C-947c11afe5360d7133eb	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	46	1	<module>	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15735	C-f43f643c1b0ebaab3917	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	54	1	<module>	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15736	C-d20fd61cf166927cb15d	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	62	1	<module>	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15737	C-e5d48858fca46d8699f4	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	64	5	<module>	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15738	C-6b159518ee58dad21921	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	71	5	<module>	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15739	C-665bdb2bfa67ab8b59c2	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	73	5	<module>	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15740	C-5c684dd8979f1e524881	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	77	1	<module>	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15741	C-fdb887395c00b35eb078	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	95	5	<module>	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15742	C-25825974be06a0e609a7	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	97	5	<module>	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15743	C-8b4c24d742bbf414893f	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	99	5	<module>	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15744	C-8547d1395934a5380485	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	109	13	clone	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15745	C-0e2f49b16653717ba4d0	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	111	13	clone	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15746	C-0eb22dc238d5a330d526	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	113	13	clone	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15747	C-7385f47a4a391d2426d4	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	146	13	from_der	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15748	C-ff3f4ae08bc1e27ba07a	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	148	13	from_der	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15749	C-306a7df9832b44945a4a	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	171	13	from_pem	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15750	C-b89ff70aa05a6f0ea169	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	173	13	from_pem	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15751	C-d2e07b9b1cb17d8a1f59	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	205	5	from_pem_bundle	0	0	0	0	"#[cfg(feature = ""rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15752	C-df9481d92ddc7b75d7cc	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	211	5	from_trust_anchor	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15753	C-cbdb2a59dfee40dcce18	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	216	5	add_to_native_tls	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15754	C-cc9d8371a039ee398d5e	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	282	5	read_pem_certs	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15755	C-06d6e550de26cdd43c05	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	316	5	from_pkcs12_der	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15756	C-be9a0b99aa212f73e92d	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	350	5	from_pkcs8_pem	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15757	C-11fd174d700f40220fbf	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	394	5	from_pem	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15758	C-7599f8353057671e85d1	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	409	5	add_to_native_tls	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15759	C-ef4239273cbabe55b917	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	430	1	add_to_rustls	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15760	C-560efd4584a3f1542daf	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	452	5	add_to_rustls	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15761	C-23a32a0929058ae6a149	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	455	13	from_pem	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15762	C-91be0fce1b125165fe16	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	482	5	from_pem	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15763	C-c88c0041a2090d98a5fa	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	492	5	from_pem_bundle	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15764	C-0edcd5302867f8ccfb4d	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	510	1	fmt	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15765	C-f1359d56bd10dfee6c2b	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	542	5	fmt	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15766	C-08307bd7b53c4df1728b	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	552	5	to_native_tls	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15767	C-02337ad1d640fc2db5f3	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	569	5	from_rustls	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15768	C-d055ebbda2defe2466e1	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	571	5	from_rustls	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15769	C-0c82d65bb06ffd5e0cff	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	573	5	from_rustls	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15770	C-a1300b055028222955a9	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	575	5	from_rustls	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15771	C-90723f81a7daababe4aa	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	577	5	from_rustls	0	0	0	0	"#[cfg(any(feature = ""__native-tls"", feature = ""__rustls"",))]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15772	C-a26d3e1570ee3b417096	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	584	13	fmt	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15773	C-7c63b22c6a64211deeb3	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	586	13	fmt	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15774	C-42c0664966b7d50c5f55	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	588	13	fmt	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15775	C-6e75dc45713bbf523a91	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	590	13	fmt	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15776	C-5249085be3c7e60ac640	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	592	13	fmt	0	0	0	0	"#[cfg(any(feature = ""__native-tls"", feature = ""__rustls"",))]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15777	C-96bda26b4853f7e0e9e9	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	601	9	default	0	0	0	0	#[cfg(any(	Ignored or narrowly gated test may leave a production branch outside required CI.
15778	C-dbee48a1bc3338552e75	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	609	9	default	0	0	0	0	"#[cfg(all(feature = ""__native-tls"", not(feature = ""http3"")))]"	Ignored or narrowly gated test may leave a production branch outside required CI.
